Criteria,Classifier,n,Freq. Threshold,TP,FP,TN,FN,Recall,Precision,F-Measure
word_accuracy,symmetric kullback leibler,7,2,17.0,98.0,1.0,0.0,1.0,0.147826086957,0.257575757576
word_accuracy,symmetric kullback leibler,7,3,17.0,98.0,1.0,0.0,1.0,0.147826086957,0.257575757576
word_accuracy,symmetric kullback leibler,7,4,14.0,99.0,0.0,3.0,0.823529411765,0.12389380531,0.215384615385
word_accuracy,symmetric kullback leibler,7,5,12.0,99.0,0.0,5.0,0.705882352941,0.108108108108,0.1875
word_accuracy,symmetric kullback leibler,7,6,14.0,99.0,0.0,3.0,0.823529411765,0.12389380531,0.215384615385
word_accuracy,symmetric kullback leibler,7,7,11.0,99.0,0.0,6.0,0.647058823529,0.1,0.173228346457
word_accuracy,cosine,8,1,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,cosine,8,2,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,cosine,8,3,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,cosine,8,4,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,cosine,8,5,15.0,99.0,0.0,2.0,0.882352941176,0.131578947368,0.229007633588
word_accuracy,cosine,8,6,15.0,99.0,0.0,2.0,0.882352941176,0.131578947368,0.229007633588
word_accuracy,cosine,8,7,16.0,99.0,0.0,1.0,0.941176470588,0.139130434783,0.242424242424
word_accuracy,jensen,8,1,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,jensen,8,2,17.0,98.0,1.0,0.0,1.0,0.147826086957,0.257575757576
word_accuracy,jensen,8,3,16.0,99.0,0.0,1.0,0.941176470588,0.139130434783,0.242424242424
word_accuracy,jensen,8,4,12.0,99.0,0.0,5.0,0.705882352941,0.108108108108,0.1875
word_accuracy,jensen,8,5,14.0,99.0,0.0,3.0,0.823529411765,0.12389380531,0.215384615385
word_accuracy,jensen,8,6,15.0,99.0,0.0,2.0,0.882352941176,0.131578947368,0.229007633588
word_accuracy,jensen,8,7,15.0,99.0,0.0,2.0,0.882352941176,0.131578947368,0.229007633588
word_accuracy,kullback leibler,8,1,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,kullback leibler,8,2,17.0,98.0,1.0,0.0,1.0,0.147826086957,0.257575757576
word_accuracy,kullback leibler,8,3,16.0,98.0,1.0,1.0,0.941176470588,0.140350877193,0.24427480916
word_accuracy,kullback leibler,8,4,13.0,99.0,0.0,4.0,0.764705882353,0.116071428571,0.201550387597
word_accuracy,kullback leibler,8,5,14.0,99.0,0.0,3.0,0.823529411765,0.12389380531,0.215384615385
word_accuracy,kullback leibler,8,6,15.0,99.0,0.0,2.0,0.882352941176,0.131578947368,0.229007633588
word_accuracy,kullback leibler,8,7,15.0,99.0,0.0,2.0,0.882352941176,0.131578947368,0.229007633588
word_accuracy,mean kullback leibler,8,1,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,mean kullback leibler,8,2,17.0,98.0,1.0,0.0,1.0,0.147826086957,0.257575757576
word_accuracy,mean kullback leibler,8,3,16.0,99.0,0.0,1.0,0.941176470588,0.139130434783,0.242424242424
word_accuracy,mean kullback leibler,8,4,14.0,99.0,0.0,3.0,0.823529411765,0.12389380531,0.215384615385
word_accuracy,mean kullback leibler,8,5,14.0,99.0,0.0,3.0,0.823529411765,0.12389380531,0.215384615385
word_accuracy,mean kullback leibler,8,6,15.0,99.0,0.0,2.0,0.882352941176,0.131578947368,0.229007633588
word_accuracy,mean kullback leibler,8,7,15.0,99.0,0.0,2.0,0.882352941176,0.131578947368,0.229007633588
word_accuracy,symmetric kullback leibler,8,1,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,symmetric kullback leibler,8,2,17.0,98.0,1.0,0.0,1.0,0.147826086957,0.257575757576
word_accuracy,symmetric kullback leibler,8,3,16.0,99.0,0.0,1.0,0.941176470588,0.139130434783,0.242424242424
word_accuracy,symmetric kullback leibler,8,4,14.0,99.0,0.0,3.0,0.823529411765,0.12389380531,0.215384615385
word_accuracy,symmetric kullback leibler,8,5,14.0,99.0,0.0,3.0,0.823529411765,0.12389380531,0.215384615385
word_accuracy,symmetric kullback leibler,8,6,15.0,99.0,0.0,2.0,0.882352941176,0.131578947368,0.229007633588
word_accuracy,symmetric kullback leibler,8,7,15.0,99.0,0.0,2.0,0.882352941176,0.131578947368,0.229007633588
