iteration,tar_WA,confirm strategy,taskID,numTurns,numUserTurns,WPST,WPUT,numAVPs,sumCorrectAVPs,sumDeletions,sumSubstitutions,sumInsertions,CER,sumPACO,sumPAPA,sumPAFA,sumPAIC,UA,QD,CE,numSolutions,numBargeIns,numCancelAttempts,numHelpRequests,# turns / concept,# turns till solution,# affirms,# negations,# accepts,# neglects,task success
948,100,0,95,17,8,14.1111111111,,0.8888888889,8,0,0,2,0.25,6,0,0,2,0.75,0.6666666667,1,0,0,0,0,1.3333333333,8,0,1,0,0,SN
949,100,0,95,25,12,18.6923076923,,0.9230769231,7,5,0,2,0.5833333333,5,0,5,2,0.4166666667,0.4615384615,0.5454545455,0,0,0,0,1.7142857143,12,0,1,0,0,SN
950,100,0,95,15,7,14.75,,0.875,7,0,0,1,0.1428571429,6,0,0,1,0.8571428571,0.75,1,0,0,0,0,1.1666666667,7,0,1,0,0,SN
951,100,0,96,3,1,38.5,,1.5,2,1,0,0,0.3333333333,0,1,0,0,0,1,0.6666666667,2,0,0,0,0.3333333333,1,0,0,0,0,SCs
952,100,0,96,17,8,17.4444444444,,0.8888888889,6,2,0,3,0.625,4,0,1,3,0.5,0.5555555556,0.7142857143,3,0,0,0,1.6,8,0,0,0,0,FS
953,100,0,96,15,7,20.75,,0.875,6,1,0,0,0.1428571429,6,0,1,0,0.8571428571,0.75,0.8571428571,3,0,0,0,1,7,0,0,0,0,FS
954,100,0,96,5,2,22.3333333333,,1.3333333333,4,0,0,2,0.5,1,0,0,1,0.5,1,1,0,0,0,0,0.6666666667,2,0,1,0,0,SN
955,100,0,96,9,4,20.6,,1.2,3,3,0,0,0.5,2,1,1,0,0.5,0.6,0.5,2,0,0,0,1,4,0,0,0,0,SCs
956,100,0,96,5,2,24,,1.3333333333,4,0,0,2,0.5,1,0,0,1,0.5,1,1,0,0,0,0,0.6666666667,2,0,1,0,0,SN
957,100,0,96,11,5,19.6666666667,,0.8333333333,5,0,0,1,0.2,4,0,0,1,0.8,0.8333333333,1,3,0,0,0,1,5,0,0,0,0,FS
958,100,0,96,15,7,20.375,,0.875,6,1,0,0,0.1428571429,6,0,1,0,0.8571428571,0.75,0.8571428571,3,0,0,0,1.1666666667,7,0,0,0,0,FS
959,100,0,96,3,1,38.5,,1.5,2,1,0,0,0.3333333333,0,1,0,0,0,1,0.6666666667,2,0,0,0,0.3333333333,1,0,0,0,0,SCs
960,100,0,96,17,8,17.4444444444,,0.8888888889,6,2,0,4,0.75,3,0,2,3,0.375,0.5555555556,0.8333333333,3,0,0,0,1.6,8,0,0,0,0,FS
961,100,0,97,5,2,32.6666666667,,0.6666666667,2,0,0,1,0.5,1,0,0,1,0.5,0.6666666667,1,3,0,0,0,1,2,0,0,0,0,S
962,100,0,97,5,2,31,,0.6666666667,2,0,0,1,0.5,1,0,0,1,0.5,0.6666666667,1,3,0,0,0,1,2,0,0,0,0,S
963,100,0,97,5,2,31,,0.6666666667,2,0,0,1,0.5,1,0,0,1,0.5,0.6666666667,1,3,0,0,0,1,2,0,0,0,0,S
964,100,0,97,3,1,41,,0.5,1,0,0,0,0,1,0,0,0,1,0.5,1,3,0,0,0,1,1,0,0,0,0,S
965,100,0,97,19,9,15.3,,0.9,9,0,0,4,0.4444444444,7,0,0,2,0.7777777778,0.6,1,3,0,0,0,1.5,8,0,2,0,0,FS
966,100,0,97,3,1,38.5,,0.5,1,0,0,2,2,0,0,0,1,0,0.5,1,3,0,0,0,1,1,0,0,0,0,S
967,100,0,97,5,2,31,,0.6666666667,2,0,0,0,0,2,0,0,0,1,0.6666666667,1,3,0,0,0,1,2,0,0,0,0,S
968,100,0,97,3,1,41,,0.5,1,0,0,1,1,0,0,0,1,0,0.5,1,3,0,0,0,1,1,0,0,0,0,S
969,100,0,97,5,2,31,,0.6666666667,2,0,0,0,0,2,0,0,0,1,0.6666666667,1,3,0,0,0,1,2,0,0,0,0,S
970,100,0,97,5,2,31,,0.6666666667,2,0,0,1,0.5,1,0,0,1,0.5,0.6666666667,1,3,0,0,0,1,2,0,0,0,0,S
971,100,0,98,19,9,16.5,,0.9,9,0,0,1,0.1111111111,8,0,0,1,0.8888888889,0.7,1,0,0,0,0,1.2857142857,9,0,1,1,0,SN
972,100,0,98,15,7,18.5,,1.375,10,1,0,3,0.3636363636,4,0,0,3,0.5714285714,0.875,0.875,0,0,0,0,1,7,0,1,1,0,SN
973,100,0,98,15,7,18.25,,0.875,6,1,0,1,0.2857142857,5,0,1,1,0.7142857143,0.5,0.8,0,0,0,0,1.4,7,0,1,1,0,SN
974,100,0,98,23,11,14.9166666667,,0.9166666667,9,2,0,2,0.3636363636,7,0,2,2,0.6363636364,0.5833333333,0.7777777778,0,0,0,0,1.5714285714,11,0,1,1,0,SN
975,100,0,98,11,5,22.5,,1.5,8,1,0,1,0.2222222222,3,1,0,1,0.6,1,0.8571428571,1,0,0,0,0.7142857143,5,0,0,1,0,SCuCs
976,100,0,98,11,5,21.6666666667,,1.5,8,1,0,1,0.2222222222,4,0,0,1,0.8,1,0.8571428571,1,0,0,0,0.7142857143,5,0,0,1,0,SCuCs
977,100,0,98,21,10,18.2727272727,,0.9090909091,9,1,0,0,0.1,9,0,1,0,0.9,0.6363636364,0.875,0,0,0,0,1.6666666667,10,0,1,1,0,SN
978,100,0,98,19,9,17,,0.9,9,0,0,2,0.2222222222,7,0,0,2,0.7777777778,0.7,1,0,0,0,0,1.2857142857,9,0,1,1,0,SN
979,100,0,98,19,9,17,,0.9,9,0,0,1,0.1111111111,8,0,0,1,0.8888888889,0.7,1,0,0,0,0,1.2857142857,9,0,1,1,0,SN
980,100,0,98,21,10,15.6363636364,,0.9090909091,9,1,0,3,0.4,6,0,1,3,0.6,0.5454545455,0.75,0,0,0,0,1.6666666667,10,0,1,1,0,SN
981,70,0,99,21,10,14.3636363636,,0.9090909091,4,6,0,0,0.6,5,0,6,0,0.5,0.3636363636,0.4,0,0,0,0,1.6666666667,11,0,0,0,0,FU
982,70,0,99,19,9,11.6,,1.1,3,8,0,1,0.8181818182,3,0,6,1,0.3333333333,0.3,0.2727272727,0,0,0,0,2.25,10,0,0,0,0,FU
983,70,0,99,21,10,14.4545454545,,1.1818181818,9,4,0,2,0.4615384615,4,1,3,2,0.4,0.5454545455,0.6,0,0,0,0,1.4285714286,10,0,1,1,0,SN
984,70,0,99,11,5,20,,1.3333333333,7,1,0,2,0.375,3,0,0,2,0.6,0.8333333333,0.8333333333,0,0,0,0,0.8333333333,5,0,1,1,0,SN
985,70,0,99,13,6,12.1428571429,,1.2857142857,4,5,0,1,0.6666666667,1,1,4,1,0.1666666667,0.5714285714,0.4444444444,0,0,0,0,1.2,7,0,0,0,0,FU
986,70,0,99,17,8,20.6666666667,,0.8888888889,6,2,0,2,0.5,4,0,2,2,0.5,0.4444444444,0.6666666667,0,0,0,0,1.6,8,0,1,1,0,SN
987,70,0,99,25,12,16.1538461538,,0.9230769231,6,6,0,2,0.6666666667,6,0,4,2,0.5,0.3076923077,0.4,0,0,0,0,2,12,0,1,1,0,SN
988,70,0,99,27,13,15.0714285714,,0.9285714286,6,7,0,1,0.6153846154,5,0,7,1,0.3846153846,0.3571428571,0.4545454545,0,0,0,0,1.8571428571,13,0,1,1,0,SN
989,70,0,99,27,13,16.1428571429,,0.9285714286,10,3,0,0,0.2307692308,10,0,3,0,0.7692307692,0.5714285714,0.7272727273,1,0,0,0,1.8571428571,13,0,0,1,0,SCuCs
990,70,0,99,15,7,14.25,,0.875,4,3,0,0,0.4285714286,5,0,3,0,0.7142857143,0.5,0.5714285714,0,0,0,0,1.4,8,0,0,0,0,FU
991,100,0,100,9,4,22,,0.8,4,0,0,1,0.25,3,0,0,1,0.75,0.8,1,3,0,0,0,1,4,0,0,0,0,FS
992,100,0,100,5,2,22.3333333333,,1.3333333333,4,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0.6666666667,2,0,1,0,0,SN
993,100,0,100,13,6,22.4285714286,,0.8571428571,5,1,0,0,0.1666666667,5,0,1,0,0.8333333333,0.7142857143,0.8333333333,2,0,0,0,1.2,6,0,0,0,0,SCs
994,100,0,100,11,5,20.5,,0.8333333333,5,0,0,1,0.2,4,0,0,1,0.8,0.8333333333,1,3,0,0,0,1,5,0,0,0,0,FS
995,100,0,100,9,4,22.8,,0.8,4,0,0,1,0.25,3,0,0,1,0.75,0.8,1,2,0,0,0,1,4,0,0,0,0,SCs
996,100,0,100,17,8,16.6666666667,,0.8888888889,5,3,0,4,0.875,2,0,2,4,0.25,0.4444444444,0.5,3,0,0,0,1.6,8,0,0,0,0,FS
997,100,0,100,9,4,21.8,,0.8,4,0,0,0,0,4,0,0,0,1,0.8,1,3,0,0,0,1,4,0,0,0,0,FS
998,100,0,100,3,1,36,,1.5,2,1,0,1,0.6666666667,0,0,0,1,0,1,0.6666666667,2,0,0,0,0.3333333333,1,0,0,0,0,SCs
999,100,0,100,9,4,21.6,,0.8,4,0,0,1,0.25,3,0,0,1,0.75,0.8,1,2,0,0,0,1,4,0,0,0,0,SCs
1000,100,0,100,9,4,21.4,,1,4,1,0,1,0.4,3,0,0,1,0.75,0.8,0.8,3,0,0,0,1,4,0,0,0,0,FS
1001,60,1,101,11,5,15.1666666667,,0.8333333333,1,4,0,1,1,2,0,3,1,0.4,0,0,0,0,0,0,2.5,6,0,0,1,0,FU
1002,60,1,101,9,4,26.4,,0.8,3,1,0,1,0.5,2,0,1,1,0.5,0.4,0.6666666667,3,0,0,0,2,4,0,0,1,0,S
1003,60,1,101,9,4,26.4,,0.8,3,1,0,1,0.5,3,0,0,1,0.75,0.4,0.6666666667,3,0,0,0,2,4,0,0,1,0,S
1004,60,1,101,27,13,15.7857142857,,0.9285714286,5,8,0,10,1.3846153846,3,0,3,7,0.2307692308,0.1428571429,0.2,0,0,0,0,4.3333333333,13,0,1,2,0,SN
1005,60,1,101,9,4,26.4,,0.8,3,1,0,2,0.75,2,0,1,1,0.5,0.4,0.6666666667,3,0,0,0,2,4,0,0,1,0,S
1006,60,1,101,17,8,21.8888888889,,0.8888888889,6,2,0,4,0.75,4,0,1,3,0.5,0.3333333333,0.6,0,0,0,0,4,8,0,1,1,0,SN
1007,60,1,101,13,6,23.5714285714,,0.8571428571,3,3,0,4,1.1666666667,2,0,1,3,0.3333333333,0.4285714286,0.6,3,0,0,0,2,6,0,0,0,0,S
1008,60,1,101,27,13,11.3571428571,,0.9285714286,6,7,0,5,0.9230769231,3,0,5,5,0.2307692308,0.2142857143,0.3,0,0,0,0,3.25,13,0,1,2,0,SN
1009,60,1,101,19,9,20.5,,0.9,2,7,0,5,1.3333333333,1,0,5,3,0.1111111111,0.2,0.25,3,0,0,0,3,9,0,0,1,0,FS
1010,60,1,101,15,7,21.625,,0.875,5,1,1,4,0.8571428571,4,0,0,3,0.5714285714,0.375,0.6,3,0,0,0,3.5,7,0,0,1,0,S
1011,80,1,102,7,3,21.5,,1.75,7,0,0,1,0.1428571429,2,0,0,1,0.6666666667,1.25,1,0,0,0,0,0.6,3,0,1,1,0,SN
1012,80,1,102,7,3,19.25,,1.75,6,1,0,1,0.2857142857,2,0,0,1,0.6666666667,1,0.8,0,0,0,0,0.6,3,0,1,1,0,SN
1013,80,1,102,7,3,20.25,,1.75,7,0,0,0,0,3,0,0,0,1,1.25,1,0,0,0,0,0.6,3,0,1,1,0,SN
1014,80,1,102,7,3,21.5,,1.75,7,0,0,0,0,3,0,0,0,1,1.25,1,0,0,0,0,0.6,3,0,1,1,0,SN
1015,80,1,102,17,8,13.5555555556,,0.8888888889,8,0,0,0,0,8,0,0,0,1,0.4444444444,1,0,0,0,0,2,8,0,1,3,0,SN
1016,80,1,102,5,2,26.3333333333,,1.6666666667,5,0,0,1,0.2,1,0,0,1,0.5,1.3333333333,1,1,0,0,0,0.5,2,0,0,1,0,FS
1017,80,1,102,7,3,21.5,,1.5,6,0,0,1,0.1666666667,2,0,0,1,0.6666666667,1,1,0,0,0,0,0.75,3,0,1,1,0,SN
1018,80,1,102,9,4,17.4,,1.6,8,0,0,1,0.125,3,0,0,1,0.75,1,1,0,0,0,0,0.8,4,0,1,1,0,SN
1019,80,1,102,7,3,20.25,,1.75,7,0,0,0,0,3,0,0,0,1,1.25,1,0,0,0,0,0.6,3,0,1,1,0,SN
1020,80,1,102,23,11,14.4166666667,,0.9166666667,9,2,0,1,0.2727272727,8,0,2,1,0.7272727273,0.4166666667,0.8333333333,0,0,0,0,2.2,11,0,1,4,0,SN
1021,100,1,103,23,11,12.5833333333,,0.9166666667,11,0,0,0,0,11,0,0,0,1,0.5,1,1,0,0,0,1.8333333333,11,0,0,5,0,S
1022,100,1,103,19,9,12.9,,0.9,9,0,0,2,0.2222222222,7,0,0,2,0.7777777778,0.5,1,1,0,0,0,1.8,9,0,0,4,0,SCs
1023,100,1,103,23,11,13,,0.9166666667,9,2,0,0,0.1818181818,9,0,2,0,0.8181818182,0.4166666667,0.7142857143,1,0,0,0,2.2,11,0,0,4,0,SCs
1024,100,1,103,13,6,15,,1.2857142857,8,1,0,3,0.4444444444,5,0,0,1,0.8333333333,0.7142857143,0.8333333333,1,0,0,0,1.2,6,0,0,3,0,S
1025,100,1,103,23,11,13.0833333333,,0.9166666667,9,2,0,1,0.2727272727,8,0,2,1,0.7272727273,0.3333333333,0.5714285714,1,0,0,0,2.2,11,0,0,4,0,SCs
1026,100,1,103,15,7,14.5,,1.25,8,2,0,2,0.4,4,0,1,2,0.5714285714,0.625,0.7142857143,1,0,0,0,1.4,7,0,0,3,0,S
1027,100,1,103,7,3,21.75,,1.5,4,2,0,1,0.5,2,0,0,1,0.6666666667,0.75,0.6,1,0,0,0,0.75,3,0,0,1,0,SCs
1028,100,1,103,11,5,16.5,,1.3333333333,7,1,0,1,0.25,4,0,0,1,0.8,0.8333333333,0.8333333333,1,0,0,0,1,5,0,0,2,0,S
1029,100,1,103,27,13,11.9285714286,,0.9285714286,11,2,0,2,0.3076923077,9,0,2,2,0.6923076923,0.4285714286,0.8571428571,1,0,0,0,2.6,13,0,0,5,0,SCs
1030,100,1,103,23,11,17.4166666667,,0.9166666667,9,2,0,0,0.1818181818,9,0,2,0,0.8181818182,0.5,0.75,1,0,0,0,2.75,11,0,0,3,0,SCs
1031,70,1,104,5,2,26.6666666667,,1.3333333333,3,1,0,0,0.25,1,1,0,0,0.5,0.6666666667,0.6666666667,2,0,0,0,0.6666666667,2,0,0,1,0,SCs
1032,70,1,104,19,9,11.6,,1.1,4,6,1,1,0.7272727273,4,0,4,2,0.4444444444,0.1,0.125,0,0,0,0,1.8,10,0,0,2,0,FU
1033,70,1,104,7,3,24.5,,1,3,1,0,2,0.75,1,0,0,2,0.3333333333,0.5,0.6666666667,3,0,0,0,1.5,3,0,0,1,0,FS
1034,70,1,104,5,2,26.6666666667,,1,3,0,0,0,0,2,0,0,0,1,0.6666666667,1,2,0,0,0,1,2,0,0,1,0,SCs
1035,70,1,104,19,9,15.2,,0.9,7,2,0,1,0.3333333333,6,0,2,1,0.6666666667,0.4,0.5714285714,3,0,0,0,1.8,9,0,0,2,0,FS
1036,70,1,104,17,8,16,,0.8888888889,4,4,0,0,0.5,5,0,4,0,0.625,0.3333333333,0.4285714286,0,0,0,0,1.6,9,0,0,1,0,FU
1037,70,1,104,29,14,13.9333333333,,0.9333333333,9,5,0,4,0.6428571429,6,0,4,4,0.4285714286,0.3333333333,0.5,2,0,0,0,2,14,0,0,3,0,S
1038,70,1,104,7,3,22,,1.25,4,1,0,2,0.6,2,0,0,1,0.6666666667,0.5,0.6666666667,2,0,0,0,1,3,0,0,1,0,SCs
1039,70,1,104,17,8,13.8888888889,,0.8888888889,6,1,1,1,0.375,6,0,0,2,0.75,0.2222222222,0.5,0,0,0,0,2,8,0,1,3,0,SN
1040,70,1,104,15,7,19.25,,0.875,6,1,0,0,0.1428571429,6,0,1,0,0.8571428571,0.5,0.8,2,0,0,0,1.4,7,0,0,2,0,SCs
1041,100,1,105,7,3,26,,0.75,3,0,0,1,0.3333333333,2,0,0,1,0.6666666667,0.5,1,3,0,0,0,1.5,3,0,0,1,0,S
1042,100,1,105,5,2,29.3333333333,,0.6666666667,2,0,0,1,0.5,1,0,0,1,0.5,0.3333333333,1,3,0,0,0,2,2,0,0,1,0,S
1043,100,1,105,5,2,27.6666666667,,0.6666666667,2,0,0,2,1,1,0,0,1,0.5,0.3333333333,1,3,0,0,0,2,2,0,0,1,0,S
1044,100,1,105,7,3,24.75,,0.75,3,0,0,1,0.3333333333,2,0,0,1,0.6666666667,0.5,1,3,0,0,0,1.5,3,0,0,1,0,S
1045,100,1,105,7,3,24.75,,0.75,3,0,0,0,0,3,0,0,0,1,0.5,1,3,0,0,0,1.5,3,0,0,1,0,S
1046,100,1,105,7,3,24.75,,0.75,3,0,0,0,0,3,0,0,0,1,0.5,1,3,0,0,0,1.5,3,0,0,1,0,S
1047,100,1,105,5,2,29.3333333333,,0.6666666667,2,0,0,0,0,2,0,0,0,1,0.3333333333,1,3,0,0,0,2,2,0,0,1,0,S
1048,100,1,105,5,2,27.6666666667,,0.6666666667,2,0,0,0,0,2,0,0,0,1,0.3333333333,1,3,0,0,0,2,2,0,0,1,0,S
1049,100,1,105,5,2,27.6666666667,,0.6666666667,2,0,0,1,0.5,1,0,0,1,0.5,0.3333333333,1,3,0,0,0,2,2,0,0,1,0,S
1050,100,1,105,5,2,27.6666666667,,0.6666666667,2,0,0,0,0,2,0,0,0,1,0.3333333333,1,3,0,0,0,2,2,0,0,1,0,S
1051,70,1,106,19,9,19.4,,1.7,15,2,0,6,0.4705882353,4,0,0,5,0.4444444444,0.7,1,1,0,0,0,1.2857142857,9,0,0,3,0,SCu
1052,70,1,106,33,16,14.7058823529,,1.0588235294,16,2,0,9,0.6111111111,11,0,0,5,0.6875,0.4705882353,0.8,1,0,0,0,2,16,0,0,6,0,SCu
1053,70,1,106,19,9,14.6,,1.2,9,2,1,4,0.5833333333,4,0,1,4,0.4444444444,0.4,0.8,0,0,0,0,1.8,9,0,1,2,0,SN
1054,70,1,106,19,9,16.7,,1.2,11,1,0,1,0.1666666667,7,1,0,1,0.7777777778,0.6,0.8571428571,1,0,0,0,1.2857142857,9,0,0,4,0,SCuCs
1055,70,1,106,35,17,13.8333333333,,0.9444444444,14,2,1,2,0.2941176471,12,0,2,3,0.7058823529,0.2777777778,0.625,0,0,0,0,2.125,17,0,1,6,0,SN
1056,70,1,106,5,2,28,,2,5,1,0,3,0.6666666667,1,0,0,1,0.5,1.3333333333,0.8,1,0,0,0,0.4,2,0,0,1,0,FS
1057,70,1,106,17,8,16.2222222222,,1.2222222222,9,2,0,4,0.5454545455,4,0,1,3,0.5,0.5555555556,0.8333333333,0,0,0,0,1.3333333333,8,0,1,2,0,SN
1058,70,1,106,49,24,13.28,,0.96,15,8,1,5,0.5833333333,13,0,5,6,0.5416666667,0.16,0.3076923077,0,0,0,0,3.4285714286,24,0,1,7,0,SN
1059,70,1,106,17,8,14.6666666667,,1.1111111111,6,4,0,5,0.9,3,0,1,4,0.375,0.3333333333,0.5,1,0,0,0,1.6,8,0,0,2,0,FS
1060,70,1,106,41,20,10.8095238095,,0.9523809524,12,7,1,2,0.5,11,0,6,3,0.55,0.2380952381,0.4166666667,0,0,0,0,2.8571428571,20,0,1,6,0,SN
1061,90,1,107,37,18,12.4210526316,,0.9473684211,17,1,0,0,0.0555555556,17,0,1,0,0.9444444444,0.4736842105,1,3,0,0,0,2.25,18,0,0,8,0,SCu
1062,90,1,107,47,23,14.8333333333,,1.0416666667,20,5,0,1,0.24,19,0,3,1,0.8260869565,0.375,0.6428571429,6,0,0,0,2.5555555556,21,0,1,10,0,FS
1063,90,1,107,29,14,17.8,,1.1333333333,15,2,0,2,0.2352941176,11,0,2,1,0.7857142857,0.6666666667,0.9090909091,1,0,0,0,1.5555555556,14,0,0,5,0,SCu
1064,90,1,107,45,22,14,,0.9565217391,21,1,0,2,0.1363636364,19,0,1,2,0.8636363636,0.4782608696,0.9166666667,1,0,0,0,2.2,22,0,0,9,0,SCu
1065,90,1,107,39,19,15.5,,1.05,20,1,0,1,0.0952380952,18,0,0,1,0.9473684211,0.5,0.9090909091,1,0,0,0,2.1111111111,19,0,0,8,0,SCu
1066,90,1,107,29,14,10.1333333333,,0.9333333333,10,4,0,1,0.3571428571,10,0,4,1,0.7142857143,0.4,0.6666666667,0,0,0,0,2.3333333333,15,0,0,5,0,FU
1067,90,1,107,53,26,14.2962962963,,0.962962963,18,8,0,1,0.3461538462,17,0,8,1,0.6538461538,0.3333333333,0.5625,3,0,0,0,2.3636363636,25,0,2,8,0,FS
1068,90,1,107,49,24,13.88,,0.96,21,3,0,1,0.1666666667,21,0,2,1,0.875,0.44,0.8461538462,1,0,0,0,2.4,24,0,0,9,0,SCu
1069,90,1,107,41,20,16,,0.9523809524,17,3,0,3,0.3,14,0,3,3,0.7,0.4761904762,0.8333333333,0,0,0,0,2.5,20,0,1,6,0,SN
1070,90,1,107,41,20,12.5238095238,,0.9523809524,15,5,0,1,0.3,15,0,4,1,0.75,0.4285714286,0.75,3,0,0,0,2.5,20,0,0,7,0,SCu
1071,60,1,108,19,9,11.1,,1,4,5,1,0,0.6,4,1,4,1,0.4444444444,0.2,0.25,0,0,0,0,2.25,10,0,0,2,0,FU
1072,60,1,108,35,17,11.8333333333,,0.9444444444,8,9,0,5,0.8235294118,7,0,6,5,0.4117647059,0.2222222222,0.3636363636,0,0,0,0,2.8333333333,18,0,0,4,0,FU
1073,60,1,108,37,18,16,,0.9473684211,11,7,0,4,0.6111111111,11,0,3,4,0.6111111111,0.3684210526,0.5384615385,3,0,0,0,3.6,18,0,0,5,0,FS
1074,60,1,108,9,4,19.8,,1.2,4,2,0,0,0.3333333333,2,1,1,0,0.5,0.6,0.75,3,0,0,0,1.3333333333,4,0,0,2,0,FS
1075,60,1,108,25,12,12.2307692308,,0.9230769231,5,7,0,4,0.9166666667,4,0,5,4,0.3333333333,0.2307692308,0.3333333333,0,0,0,0,1.7142857143,13,0,0,2,0,FU
1076,60,1,108,21,10,17.3636363636,,1.0909090909,7,5,0,3,0.6666666667,5,0,2,3,0.5,0.3636363636,0.4444444444,3,0,0,0,2,10,0,0,3,0,FS
1077,60,1,108,33,16,11.2352941176,,0.9411764706,9,7,0,4,0.6875,7,0,5,4,0.4375,0.1764705882,0.3333333333,3,0,0,0,3.2,16,0,0,5,0,FS
1078,60,1,108,33,16,13.2352941176,,0.9411764706,8,8,0,7,0.9375,6,0,5,6,0.375,0.2352941176,0.4444444444,0,0,0,0,2.6666666667,17,0,0,3,0,FU
1079,60,1,108,7,3,19.5,,1.25,4,1,0,0,0.2,2,1,0,0,0.6666666667,0.5,0.6666666667,0,0,0,0,1,3,0,1,1,0,SN
1080,60,1,108,7,3,20.25,,1.25,3,1,1,2,0.8,2,0,0,1,0.6666666667,0.25,0.3333333333,0,0,0,0,1,3,0,1,1,0,SN
1081,90,1,109,7,3,24.75,,0.75,3,0,0,0,0,3,0,0,0,1,0.5,1,3,0,0,0,1.5,3,0,0,1,0,FS
1082,90,1,109,11,5,15,,0.8333333333,4,1,0,1,0.4,3,0,1,1,0.6,0.3333333333,1,0,0,0,0,5,5,0,1,2,0,SN
1083,90,1,109,15,7,19.875,,0.875,5,2,0,0,0.2857142857,5,0,2,0,0.7142857143,0.375,0.6,3,0,0,0,2.3333333333,7,0,0,2,0,FS
1084,90,1,109,9,4,27.6,,0.8,3,1,0,1,0.5,2,0,1,1,0.5,0.4,0.6666666667,3,0,0,0,2,4,0,0,1,0,FS
1085,90,1,109,9,4,26.4,,0.8,3,1,0,0,0.25,3,0,1,0,0.75,0.4,0.6666666667,3,0,0,0,2,4,0,0,1,0,FS
1086,90,1,109,7,3,24.75,,0.75,3,0,0,0,0,3,0,0,0,1,0.5,1,3,0,0,0,1.5,3,0,0,1,0,FS
1087,90,1,109,15,7,24.125,,0.875,5,2,0,1,0.4285714286,4,0,2,1,0.5714285714,0.5,0.6666666667,3,0,0,0,2.3333333333,7,0,0,1,0,FS
1088,90,1,109,5,2,27.6666666667,,0.6666666667,2,0,0,0,0,2,0,0,0,1,0.3333333333,1,3,0,0,0,2,2,0,0,1,0,FS
1089,90,1,109,5,2,29.3333333333,,0.6666666667,2,0,0,0,0,2,0,0,0,1,0.3333333333,1,3,0,0,0,2,2,0,0,1,0,FS
1090,90,1,109,9,4,26.4,,0.8,3,1,0,0,0.25,3,0,1,0,0.75,0.4,0.6666666667,3,0,0,0,2,4,0,0,1,0,FS
1091,60,1,110,25,12,13.6923076923,,1.2307692308,12,4,0,5,0.5625,6,0,1,5,0.5,0.3846153846,0.5555555556,0,0,0,0,2,12,0,1,4,0,SN
1092,60,1,110,17,8,16.7777777778,,1.3333333333,11,1,0,5,0.5,4,0,0,4,0.5,0.5555555556,0.8333333333,0,0,0,0,1.3333333333,8,0,1,3,0,SN
1093,60,1,110,7,3,24.25,,1.5,2,4,0,2,1,1,0,0,2,0.3333333333,0.25,0.2,2,0,0,0,0.75,3,0,0,1,0,FS
1094,60,1,110,31,15,12.875,,0.9375,14,1,0,6,0.4666666667,9,0,1,5,0.6,0.4375,1,0,0,0,0,2.5,15,0,1,6,0,SN
1095,60,1,110,19,9,17.8,,1.3,7,5,1,9,1.1538461538,2,0,1,6,0.2222222222,0.4,0.5714285714,0,0,0,0,1.5,9,0,1,2,0,SN
1096,60,1,110,21,10,17.6363636364,,1.2727272727,9,5,0,4,0.6428571429,5,0,2,3,0.5,0.4545454545,0.5555555556,0,0,0,0,1.4285714286,10,0,1,4,0,SN
1097,60,1,110,27,13,15.4285714286,,0.9285714286,8,5,0,5,0.7692307692,5,0,4,4,0.3846153846,0.2142857143,0.375,0,0,0,0,2.1666666667,13,0,1,4,0,SN
1098,60,1,110,17,8,15.7777777778,,1.2222222222,9,2,0,5,0.6363636364,5,0,0,3,0.625,0.4444444444,0.6666666667,0,0,0,0,1.3333333333,8,0,1,3,0,SN
1099,60,1,110,11,5,20.5,,1.5,7,2,0,0,0.2222222222,3,1,1,0,0.6,0.6666666667,0.6666666667,0,0,0,0,0.8333333333,5,0,1,2,0,SN
1100,60,1,110,21,10,13.1818181818,,0.9090909091,8,2,0,3,0.5,6,0,1,3,0.6,0.4545454545,0.8333333333,2,0,0,0,2.5,10,0,0,4,0,FS
1101,80,1,111,11,5,15.6666666667,,1.3333333333,2,5,1,0,0.75,2,0,3,1,0.4,0.1666666667,0.1428571429,0,0,0,0,1.25,6,0,0,1,0,FU
1102,80,1,111,21,10,15.6363636364,,1.1818181818,6,7,0,3,0.7692307692,4,0,4,2,0.4,0.3636363636,0.4444444444,0,0,0,0,1.6666666667,10,0,1,2,0,SN
1103,80,1,111,13,6,16,,0.8571428571,3,3,0,0,0.5,4,0,3,0,0.6666666667,0.2857142857,0.4,0,0,0,0,2,7,0,0,1,0,FU
1104,80,1,111,19,9,16.7,,0.9,5,4,0,1,0.5555555556,5,0,4,1,0.5555555556,0.4,0.5,0,0,0,0,1.8,10,0,0,1,0,FU
1105,80,1,111,13,6,24.2857142857,,0.8571428571,4,2,0,1,0.5,3,0,2,1,0.5,0.4285714286,0.6,1,0,0,0,1.5,6,0,0,1,0,FS
1106,80,1,111,19,9,13.3,,0.9,7,2,0,2,0.4444444444,6,0,1,2,0.6666666667,0.4,0.6666666667,1,0,0,0,2.25,9,0,0,3,0,FS
1107,80,1,111,5,2,26,,1.3333333333,3,1,0,0,0.25,1,1,0,0,0.5,0.6666666667,0.6666666667,1,0,0,0,0.6666666667,2,0,0,1,0,FS
1108,80,1,111,9,4,18.8,,1.4,5,1,1,2,0.5714285714,2,0,0,2,0.5,0.6,0.6,1,0,0,0,1,4,0,0,2,0,S
